frame,t_s,track_id,x1,y1,x2,y2,foot_x,foot_y,team
156905,2615.0833450890877,2,1300.1565,368.61813,1339.9486,461.5894,1320.0525,461.5894,LHC
156911,2615.183345089537,2,1297.0696,347.80988,1340.5956,460.221,1318.8325,460.221,LHC
156917,2615.283345089986,2,1295.5054,348.8539,1335.1987,458.8893,1315.352,458.8893,LHC
156923,2615.383345090436,2,1293.0576,355.61688,1333.4828,458.1725,1313.2703,458.1725,LHC
156929,2615.483345090885,2,1292.4624,355.22653,1331.2354,457.2086,1311.8489,457.2086,LHC
156935,2615.583345091335,2,1290.6097,356.58188,1328.6763,456.6263,1309.6431,456.6263,LHC
156941,2615.6833450917843,2,1286.9016,354.75815,1327.0684,455.5837,1306.985,455.5837,LHC
156947,2615.783345092234,2,1286.4788,353.79767,1324.6892,456.39212,1305.584,456.39212,LHC
156953,2615.883345092684,2,1285.9138,351.93127,1323.0875,451.08636,1304.5007,451.08636,LHC
156959,2615.9833450931333,2,1282.7245,350.91568,1320.3909,453.48065,1301.5576,453.48065,LHC
156965,2616.0833450935825,2,1280.8557,350.4127,1319.9791,452.08347,1300.4175,452.08347,LHC
156971,2616.183345094032,2,1279.8206,351.08716,1316.9536,450.92743,1298.3871,450.92743,LHC
156977,2616.283345094482,2,1278.544,350.11664,1314.0869,449.90106,1296.3154,449.90106,LHC
156983,2616.3833450949314,2,1277.8097,349.33557,1310.2356,447.56488,1294.0227,447.56488,LHC
156989,2616.4833450953806,2,1276.5363,349.9876,1307.0457,446.7465,1291.791,446.7465,LHC
156995,2616.5833450958303,2,1272.9016,347.94366,1305.6478,447.3747,1289.2747,447.3747,LHC
157001,2616.68334509628,2,1270.9553,348.35458,1303.6951,444.99362,1287.3252,444.99362,LHC
157007,2616.783345096729,2,1266.7517,350.43008,1299.4983,444.8021,1283.125,444.8021,LHC
157013,2616.883345097179,2,1263.7996,343.2535,1296.4521,445.61334,1280.1259,445.61334,LHC
157019,2616.9833450976284,2,1259.4519,348.68362,1293.4077,446.08932,1276.4298,446.08932,LHC
157025,2617.083345098078,2,1255.5823,350.14343,1288.283,446.4061,1271.9326,446.4061,LHC
157031,2617.1833450985278,2,1253.6179,349.74637,1285.8344,446.02066,1269.7261,446.02066,LHC
157037,2617.283345098977,2,1250.5833,350.39548,1281.9629,447.08798,1266.2731,447.08798,LHC
157043,2617.3833450994266,2,1248.8195,350.13327,1278.1561,446.19333,1263.4878,446.19333,LHC
157049,2617.4833450998763,2,1243.4045,346.50925,1275.5659,447.67227,1259.4852,447.67227,LHC
157055,2617.583345100325,2,1241.7858,346.66882,1272.0769,448.59805,1256.9314,448.59805,LHC
157061,2617.683345100775,2,1239.1145,346.7042,1269.4126,450.93585,1254.2635,450.93585,LHC
157067,2617.7833451012248,2,1233.2278,356.4616,1267.1799,449.99768,1250.2039,449.99768,LHC
157073,2617.8833451016744,2,1227.3782,358.81284,1264.8928,450.0248,1246.1355,450.0248,LHC
157079,2617.983345102124,2,1223.8326,363.3469,1263.0553,450.52744,1243.444,450.52744,LHC
157085,2618.0833451025733,2,1216.673,368.01306,1260.6399,449.36737,1238.6565,449.36737,LHC
157091,2618.183345103023,2,1211.2048,370.1749,1257.6377,450.97952,1234.4213,450.97952,LHC
157097,2618.2833451034726,2,1208.0034,371.53354,1255.3198,452.59406,1231.6616,452.59406,LHC
157103,2618.383345103922,2,1205.5259,371.62646,1253.1084,455.74915,1229.3171,455.74915,LHC
157109,2618.4833451043714,2,1203.7882,371.68158,1249.7533,457.6313,1226.7708,457.6313,LHC
157115,2618.583345104821,2,1202.5778,371.2121,1248.6824,451.92444,1225.6301,451.92444,LHC
157121,2618.6833451052707,2,1199.8334,370.33722,1246.5231,450.41254,1223.1782,450.41254,LHC
157127,2618.78334510572,2,1198.7004,370.59695,1244.8533,450.61615,1221.7769,450.61615,LHC
